Date,Open,High,Low,Close,Adj Close,Volume
2022-06-16,273.390015,273.399994,266.880005,268.559998,268.559998,7199200
2022-06-17,268.390015,270.500000,265.679993,268.079987,268.079987,11562000
2022-06-21,273.850006,273.980011,270.339996,271.769989,271.769989,4906700
2022-06-22,267.380005,273.399994,267.380005,269.790009,269.790009,4220700
2022-06-23,269.850006,270.709991,263.679993,267.519989,267.519989,4727400
2022-06-24,268.970001,279.670013,268.570007,278.279999,278.279999,6451900
2022-06-27,280.529999,282.029999,277.609985,278.399994,278.399994,4134800
2022-06-28,280.510010,282.450012,273.679993,273.859985,273.859985,3868000
2022-06-29,274.950012,275.940002,272.970001,273.489990,273.489990,2995900
2022-06-30,270.510010,274.920013,268.679993,273.019989,273.019989,4623500
2022-07-01,272.500000,278.399994,271.630005,277.500000,277.500000,3667300
2022-07-05,274.200012,275.859985,271.390015,275.690002,275.690002,3676900
2022-07-06,274.839996,277.510010,272.869995,275.649994,275.649994,3033900
2022-07-07,277.500000,279.589996,277.100006,279.279999,279.279999,3949700
2022-07-08,279.790009,282.609985,279.250000,280.829987,280.829987,2983400
2022-07-11,279.380005,281.459991,277.869995,278.510010,278.510010,2864400
2022-07-12,277.570007,282.179993,276.649994,277.279999,277.279999,3033000
2022-07-13,275.369995,280.089996,274.450012,277.470001,277.470001,4197400
2022-07-14,273.000000,275.350006,271.200012,274.410004,274.410004,3888500
2022-07-15,277.529999,280.000000,276.059998,278.480011,278.480011,4547400
2022-07-18,281.500000,281.500000,275.209991,276.260010,276.260010,3273800
2022-07-19,279.000000,284.079987,278.170013,283.549988,283.549988,3590200
2022-07-20,284.640015,286.440002,283.899994,286.040009,286.040009,3877200
2022-07-21,287.000000,287.239990,282.089996,286.850006,286.850006,3699000
2022-07-22,288.100006,289.399994,283.619995,285.929993,285.929993,2876100
2022-07-25,287.209991,289.070007,285.149994,287.989990,287.989990,3136300
2022-07-26,287.790009,288.709991,284.649994,285.309998,285.309998,2512200
2022-07-27,287.670013,291.559998,285.700012,290.299988,290.299988,3613200
2022-07-28,291.179993,294.029999,286.769989,293.899994,293.899994,3986900
2022-07-29,297.420013,302.399994,295.429993,300.600006,300.600006,6976200
2022-08-01,299.700012,299.700012,294.829987,295.859985,295.859985,4192700
2022-08-02,294.869995,295.529999,291.920013,292.170013,292.170013,3166500
2022-08-03,295.049988,295.880005,291.100006,294.959991,294.959991,4061400
2022-08-04,294.730011,295.980011,292.619995,292.910004,292.910004,3946200
2022-08-05,291.869995,294.100006,290.429993,292.070007,292.070007,3395400
2022-08-08,294.869995,299.329987,292.269989,292.339996,292.339996,3965600
2022-08-09,293.350006,297.570007,291.929993,292.769989,292.769989,3872100
2022-08-10,296.480011,296.929993,294.100006,295.109985,295.109985,3705700
2022-08-11,298.000000,299.059998,296.119995,296.470001,296.470001,3144800
2022-08-12,297.899994,301.690002,297.000000,301.549988,301.549988,3231300
2022-08-15,298.640015,303.760010,297.399994,302.820007,302.820007,2927200
2022-08-16,304.989990,308.149994,303.760010,306.649994,306.649994,3342600
2022-08-17,305.220001,306.890015,302.739990,304.260010,304.260010,2962600
2022-08-18,304.440002,304.570007,301.549988,304.269989,304.269989,2783100
2022-08-19,302.950012,303.220001,296.809998,297.279999,297.279999,4613100
2022-08-22,294.000000,294.470001,287.859985,288.690002,288.690002,4713900
2022-08-23,288.850006,291.640015,288.149994,289.649994,289.649994,2592100
2022-08-24,290.000000,294.000000,289.459991,293.519989,293.519989,3266100
2022-08-25,293.709991,298.480011,292.829987,298.130005,298.130005,3463700
2022-08-26,299.410004,299.630005,289.649994,289.959991,289.959991,5277200
2022-08-29,288.399994,289.829987,285.750000,287.450012,287.450012,3098300
2022-08-30,288.720001,289.320007,284.769989,285.420013,285.420013,3213700
2022-08-31,287.250000,288.010010,280.440002,280.799988,280.799988,4999600
2022-09-01,279.950012,282.679993,277.309998,282.429993,282.429993,3765000
2022-09-02,284.839996,285.420013,276.369995,277.670013,277.670013,3793600
2022-09-06,278.010010,279.489990,275.359985,276.589996,276.589996,4362900
2022-09-07,275.739990,281.739990,275.420013,281.040009,281.040009,3509900
2022-09-08,278.579987,283.399994,277.290009,283.339996,283.339996,3542300
2022-09-09,284.540009,287.019989,284.130005,285.769989,285.769989,3125100
2022-09-12,286.700012,289.239990,286.029999,288.510010,288.510010,3407900
2022-09-13,283.989990,285.140015,277.500000,278.290009,278.290009,4582700
2022-09-14,279.000000,280.209991,275.640015,278.420013,278.420013,3718400
2022-09-15,278.690002,281.269989,276.359985,276.700012,276.700012,3274500
2022-09-16,275.350006,276.380005,273.260010,274.809998,274.809998,7288900
2022-09-19,272.790009,279.130005,272.720001,278.950012,278.950012,3291500
2022-09-20,277.170013,278.040009,274.609985,277.130005,277.130005,3275600
2022-09-21,278.899994,278.920013,270.720001,270.739990,270.739990,3941800
2022-09-22,271.029999,271.500000,268.269989,268.510010,268.510010,4120900
2022-09-23,266.010010,268.140015,264.239990,267.769989,267.769989,5175100
2022-09-26,265.820007,267.839996,263.369995,264.320007,264.320007,4929300
2022-09-27,266.989990,267.929993,261.549988,265.470001,265.470001,5767700
2022-09-28,265.649994,273.600006,264.910004,271.779999,271.779999,5941800
2022-09-29,269.890015,272.170013,265.589996,269.579987,269.579987,5210700
2022-09-30,269.209991,272.940002,266.600006,267.019989,267.019989,6057500
2022-10-03,269.519989,274.570007,267.160004,272.799988,272.799988,4901000
2022-10-04,277.420013,281.299988,276.600006,280.489990,280.489990,4633700
2022-10-05,276.869995,280.880005,275.839996,279.359985,279.359985,3350400
2022-10-06,278.200012,279.850006,275.899994,276.309998,276.309998,3394000
2022-10-07,274.440002,274.500000,267.480011,269.040009,269.040009,4270200
2022-10-10,269.890015,270.209991,265.859985,266.929993,266.929993,3106500
2022-10-11,266.100006,270.970001,265.609985,267.309998,267.309998,3442000
2022-10-12,267.309998,267.519989,263.959991,264.000000,264.000000,3342400
2022-10-13,260.579987,276.779999,259.850006,275.779999,275.779999,5483400
2022-10-14,277.589996,279.220001,271.970001,272.670013,272.670013,4292300
2022-10-17,276.480011,278.589996,275.299988,277.019989,277.019989,4452100
2022-10-18,282.739990,283.359985,279.250000,281.670013,281.670013,4292700
2022-10-19,280.329987,282.380005,276.970001,278.339996,278.339996,3213700
2022-10-20,278.070007,279.440002,273.000000,273.529999,273.529999,3916600
2022-10-21,273.760010,282.920013,271.459991,282.510010,282.510010,4995400
2022-10-24,284.100006,289.339996,283.989990,287.480011,287.480011,3860000
2022-10-25,288.769989,289.869995,286.880005,289.239990,289.239990,3171000
2022-10-26,289.750000,291.799988,287.679993,288.519989,288.519989,3294100
2022-10-27,290.309998,294.000000,288.850006,289.880005,289.880005,4273800
2022-10-28,292.769989,299.980011,291.480011,299.630005,299.630005,4627600
2022-10-31,297.980011,298.890015,294.850006,295.089996,295.089996,4626400
2022-11-01,298.450012,298.869995,293.040009,294.130005,294.130005,3837000
2022-11-02,293.040009,298.260010,289.420013,289.459991,289.459991,4269000
2022-11-03,286.019989,287.470001,283.459991,283.850006,283.850006,3122900
2022-11-04,286.769989,289.200012,282.380005,287.470001,287.470001,3925300
2022-11-07,290.920013,292.100006,288.649994,290.190002,290.190002,3522000
2022-11-08,291.109985,294.739990,289.010010,292.609985,292.609985,3562200
2022-11-09,291.980011,292.399994,288.059998,288.649994,288.649994,2759300
2022-11-10,297.109985,303.500000,294.540009,303.200012,303.200012,5693100
2022-11-11,305.559998,311.329987,302.600006,309.720001,309.720001,6570200
2022-11-14,310.000000,311.839996,308.839996,308.910004,308.910004,4637600
2022-11-15,313.670013,313.890015,307.179993,309.980011,309.980011,4372400
2022-11-16,310.929993,311.549988,306.739990,308.760010,308.760010,2970600
2022-11-17,305.700012,307.619995,304.149994,307.440002,307.440002,3062200
2022-11-18,310.549988,311.200012,308.619995,310.760010,310.760010,3395500
2022-11-21,310.809998,312.899994,308.579987,311.200012,311.200012,2862000
2022-11-22,313.000000,316.559998,312.049988,315.760010,315.760010,3172000
2022-11-23,315.390015,316.429993,314.070007,316.179993,316.179993,2684900
2022-11-25,317.519989,319.119995,316.179993,317.429993,317.429993,1844900
2022-11-28,316.250000,317.640015,312.329987,313.269989,313.269989,4230700
2022-11-29,311.890015,315.290009,311.350006,315.130005,315.130005,3740100
2022-11-30,315.130005,318.600006,308.700012,318.600006,318.600006,7919700
2022-12-01,319.000000,319.200012,313.309998,315.359985,315.359985,989214
