,Volume,Date,Close
1258,0.027568232059875884,2017-11-27,0.18303
1257,0.0367352921755401,2017-11-28,0.18242
1256,0.1581514318622963,2017-11-29,0.17513
1255,0.0842543691245914,2017-11-30,0.17718
1254,0.06150716272664422,2017-12-01,0.1751
1253,0.08112443560927014,2017-12-04,0.17147
1252,0.062323598016455775,2017-12-05,0.17283
1251,0.06238942675413202,2017-12-06,0.17606
1250,0.06304643375973908,2017-12-07,0.18014
1249,0.05942519092660348,2017-12-08,0.179
1248,0.03137844001524778,2017-12-11,0.17904
1247,0.047413852515447164,2017-12-12,0.17696
1246,0.03779945720854508,2017-12-13,0.17830000000000001
1245,0.03320204174628695,2017-12-14,0.17839
1244,0.09891660563605409,2017-12-15,0.18018
1243,0.04928195818181674,2017-12-18,0.18081999999999998
1242,0.038829802782757286,2017-12-19,0.17951
1241,0.025587939389860873,2017-12-20,0.17789
1240,0.022506306772606555,2017-12-21,0.17745
1239,0.010825882494084168,2017-12-22,0.1772
1238,0.012475795255292136,2017-12-26,0.17599
1237,0.015209785028507072,2017-12-27,0.17762
1236,0.027111448612526203,2017-12-28,0.17792
1235,0.018430134822760038,2017-12-29,0.17646
1234,0.05240526908771384,2018-01-02,0.18142
1233,0.04782401279245069,2018-01-03,0.18467
1232,0.03451565840093562,2018-01-04,0.18433000000000002
1231,0.033145572963263537,2018-01-05,0.18685
1230,0.05266721536580446,2018-01-08,0.18828
1229,0.027867044197094393,2018-01-09,0.18787
1228,0.019739777911754203,2018-01-10,0.18784
1227,0.012933903224526654,2018-01-11,0.18777000000000002
1226,0.3151618455167566,2018-01-12,0.17937
1225,0.12916515342729848,2018-01-16,0.17839
1224,0.09596314258652218,2018-01-17,0.1776
1223,0.07592926342038654,2018-01-18,0.17980000000000002
1222,0.0907128261365,2018-01-19,0.18128999999999998
1221,0.06604788865223146,2018-01-22,0.18537
1220,0.0860483457161398,2018-01-23,0.18935
1219,0.07672040034219776,2018-01-24,0.18655000000000002
1218,0.049815652199945784,2018-01-25,0.18747999999999998
1217,0.05023040415281674,2018-01-26,0.19
1216,0.06291945626171301,2018-01-29,0.18597999999999998
1215,0.06480659089249471,2018-01-30,0.18712
1214,0.13464417065610199,2018-01-31,0.18688999999999997
1213,0.21144847062955807,2018-02-01,0.19309
1212,0.0878972458151793,2018-02-02,0.19028
1211,0.11799638753781444,2018-02-05,0.18126
1210,0.13949050793124987,2018-02-06,0.18531
1209,0.0930892833022688,2018-02-07,0.18018
1208,0.14181786948582084,2018-02-08,0.17158
1207,0.14914366757864808,2018-02-09,0.17611000000000002
1206,0.11461227827279358,2018-02-12,0.17640999999999998
1205,0.06792725275462214,2018-02-13,0.17315
1204,0.10069102345443642,2018-02-14,0.17952
1203,0.06468597109951585,2018-02-15,0.17996
1202,0.06520580178858362,2018-02-16,0.17736000000000002
1201,0.06618921513734322,2018-02-20,0.17601
1200,0.0755861681014851,2018-02-21,0.17790999999999998
1199,0.051746451902197496,2018-02-22,0.17899
1198,0.056360512189475034,2018-02-23,0.18328999999999998
1197,0.050935623755031745,2018-02-26,0.18493
1196,0.042924562189720974,2018-02-27,0.18146
1195,0.055485312278706345,2018-02-28,0.17832
1194,0.07556546140935219,2018-03-01,0.17593999999999999
1193,0.060880089915634414,2018-03-02,0.17662
1192,0.044379770233858376,2018-03-05,0.1804
1191,0.03895254181075189,2018-03-06,0.17978
1190,0.05722299669014931,2018-03-07,0.18371
1189,0.04801081452894175,2018-03-08,0.18234
1188,0.05360608062850415,2018-03-09,0.18522999999999998
1187,0.04038805862953475,2018-03-12,0.18475999999999998
1186,0.052219041310706205,2018-03-13,0.18188
1185,0.0475418454802516,2018-03-14,0.18419
1184,0.04235183892671884,2018-03-15,0.18386000000000002
1183,0.07794072650542463,2018-03-16,0.18509
1182,0.3581753405208982,2018-03-19,0.17256
1181,0.5457375733275004,2018-03-20,0.16815
1180,0.4420389889346825,2018-03-21,0.16938999999999999
