,Volume,Date,Close
1258,0.3970607098229919,2017-11-27,0.0597915
1257,0.2494262896839515,2017-11-28,0.05968
1256,0.5687399955181631,2017-11-29,0.0580635
1255,0.24428297747036057,2017-11-30,0.0588375
1254,0.21902700848015003,2017-12-01,0.0581175
1253,0.3432253119190235,2017-12-04,0.0566975
1252,0.21723599846465427,2017-12-05,0.0570785
1251,0.1289866652076751,2017-12-06,0.0576175
1250,0.11070780568874602,2017-12-07,0.0579895
1249,0.14271082619617956,2017-12-08,0.0581
1248,0.10058954123681399,2017-12-11,0.058446
1247,0.0903004679372649,2017-12-12,0.058254
1246,0.11614477851371205,2017-12-13,0.0582065
1245,0.15230135865296493,2017-12-14,0.058713
1244,0.264864049111453,2017-12-15,0.058957
1243,0.14026018519886668,2017-12-18,0.059529000000000006
1242,0.11518141933412107,2017-12-19,0.059369
1241,0.10092394836341118,2017-12-20,0.058881
1240,0.07984453119557933,2017-12-21,0.058738
1239,0.04724337361244013,2017-12-22,0.058418
1238,0.07534153108179706,2017-12-26,0.058838
1237,0.06699257691521748,2017-12-27,0.059113
1236,0.06511361156719728,2017-12-28,0.059305
1235,0.12222492045624853,2017-12-29,0.058473500000000005
1234,0.12194166755243432,2018-01-02,0.059450499999999996
1233,0.15052660642901855,2018-01-03,0.06021
1232,0.14520860798656238,2018-01-04,0.0604795
1231,0.1806017521653189,2018-01-05,0.061457
1230,0.23051943045128256,2018-01-08,0.062343499999999996
1229,0.18882887493162678,2018-01-09,0.062635
1228,0.12234124189369386,2018-01-10,0.06271650000000001
1227,0.1511970532637911,2018-01-11,0.063834
1226,0.30972861531602025,2018-01-12,0.06526
1225,0.42676287869291063,2018-01-16,0.065243
1224,0.2965378323339536,2018-01-17,0.06475
1223,0.2136167011542943,2018-01-18,0.064666
1222,0.24310302913473106,2018-01-19,0.064729
1221,0.2207316957446995,2018-01-22,0.0663655
1220,0.28905781971236033,2018-01-23,0.068127
1219,0.4013402503332608,2018-01-24,0.0678755
1218,0.2625827884528763,2018-01-25,0.0688975
1217,0.2683110410410826,2018-01-26,0.07010250000000001
1216,0.327117037632517,2018-01-29,0.070884
1215,0.3347525536494319,2018-01-30,0.07189100000000001
1214,0.37446305981168515,2018-01-31,0.0725445
1213,0.5512481763683816,2018-02-01,0.0695
1212,0.6892897512267342,2018-02-02,0.0714975
1211,0.7170558824176289,2018-02-05,0.0695
1210,0.6840661704188828,2018-02-06,0.072142
1209,0.4247971144243171,2018-02-07,0.070839
1208,0.5180057543461798,2018-02-08,0.067525
1207,0.9011396589922758,2018-02-09,0.06698
1206,0.3970370373901083,2018-02-12,0.0693115
1205,0.34008619766534565,2018-02-13,0.0707255
1204,0.34413833316662057,2018-02-14,0.07255249999999999
1203,0.3233556377006229,2018-02-15,0.073088
1202,0.24371116577260307,2018-02-16,0.0724345
1201,0.3804039561504494,2018-02-20,0.07341750000000001
1200,0.36656544642724,2018-02-21,0.074146
1199,0.26699035056856746,2018-02-22,0.074267
1198,0.23904436330714343,2018-02-23,0.075
1197,0.27640572062686064,2018-02-26,0.0760975
1196,0.2659631846589626,2018-02-27,0.075599
1195,0.2460675251837761,2018-02-28,0.07562250000000001
1194,0.40400441939615317,2018-03-01,0.0746725
1193,0.3872371943701538,2018-03-02,0.07501250000000001
1192,0.2932376366978954,2018-03-05,0.0761805
1191,0.24160629194870223,2018-03-06,0.076882
1190,0.22335702297087764,2018-03-07,0.07725
1189,0.20417929124469567,2018-03-08,0.07759300000000001
1188,0.24674518258718556,2018-03-09,0.0789445
1187,0.29011056273335667,2018-03-12,0.0799195
1186,0.383180433221074,2018-03-13,0.07940900000000001
1185,0.22824293148897554,2018-03-14,0.07955
1184,0.216069246830115,2018-03-15,0.079116
1183,0.30002162537332466,2018-03-16,0.078584
1182,0.37583905398516115,2018-03-19,0.0772465
1181,0.24987599788450762,2018-03-20,0.07932550000000001
1180,0.26254272217997854,2018-03-21,0.079093
1179,0.3627080643033954,2018-03-22,0.077246
1178,0.48272158498776685,2018-03-23,0.07477800000000001
1177,0.3204528396303866,2018-03-26,0.077793
1176,0.40854925441287626,2018-03-27,0.0748525
1175,0.8706443955965237,2018-03-28,0.071571
1174,0.7951136891243551,2018-03-29,0.072367
1173,0.6497146132870051,2018-04-02,0.06859950000000001
1172,0.6347751313620106,2018-04-03,0.06960250000000001
1171,0.4123049403092467,2018-04-04,0.0705285
1170,0.3689754089335632,2018-04-05,0.0725875
1169,0.33722475832842325,2018-04-06,0.0702615
1168,0.22531169928958597,2018-04-09,0.070304
1167,0.22971926140527713,2018-04-10,0.07181100000000001
1166,0.18115614965957583,2018-04-11,0.07135250000000001
1165,0.15207511005592217,2018-04-12,0.072425
1164,0.18749172259486502,2018-04-13,0.0715395
1163,0.1287357918384948,2018-04-16,0.072075
1162,0.28074927193984067,2018-04-17,0.07519150000000001
1161,0.2864051467447477,2018-04-18,0.076392
1160,0.3811146053065847,2018-04-19,0.0778455
1159,0.31558516160657846,2018-04-20,0.0763745
1158,0.2426059760684077,2018-04-23,0.075893
