,Volume,Date,Close
1258,0.16411892225943572,2017-11-27,0.05271
1257,0.18351763065887497,2017-11-28,0.05237
1256,0.35809626897549185,2017-11-29,0.05108
1255,0.23510402299066782,2017-11-30,0.05107
1254,0.26687129566011136,2017-12-01,0.05051
1253,0.26637520695328853,2017-12-04,0.04993
1252,0.293740204838013,2017-12-05,0.05026
1251,0.15575255021513568,2017-12-06,0.05092
1250,0.18985847797975972,2017-12-07,0.05155
1249,0.16086427968285574,2017-12-08,0.05185
1248,0.14414144370203652,2017-12-11,0.05206
1247,0.15934253099126564,2017-12-12,0.052020000000000004
1246,0.14923848183752975,2017-12-13,0.05203
1245,0.20703349950016572,2017-12-14,0.05246
1244,0.5002463538430126,2017-12-15,0.05321
1243,0.2058944087642516,2017-12-18,0.05386
1242,0.16419118311445846,2017-12-19,0.05353
1241,0.1574247996473287,2017-12-20,0.05325
1240,0.1092958244427352,2017-12-21,0.05318
1239,0.06975581204862294,2017-12-22,0.053009999999999995
1238,0.07078215535116822,2017-12-26,0.052840000000000005
1237,0.15802184855584994,2017-12-27,0.052469999999999996
1236,0.08306718402281282,2017-12-28,0.05241
1235,0.0922636163379297,2017-12-29,0.05232
1234,0.1519780736389476,2018-01-02,0.05325
1233,0.18500897170934438,2018-01-03,0.054119999999999994
1232,0.11209691484417242,2018-01-04,0.05432
1231,0.15942435829518029,2018-01-05,0.05511
1230,0.1195830027609732,2018-01-08,0.05535
1229,0.09452608150086406,2018-01-09,0.055310000000000005
1228,0.1188152952373982,2018-01-10,0.055130000000000005
1227,0.10778893791281646,2018-01-11,0.05528
1226,0.2343332405370919,2018-01-12,0.05611
1225,0.20839637680837245,2018-01-16,0.05609
1224,0.14584102584534925,2018-01-17,0.056600000000000004
1223,0.14489582652894062,2018-01-18,0.05649
1222,0.17823746335887966,2018-01-19,0.05688
1221,0.21684525947436514,2018-01-22,0.05779
1220,0.16452737546123095,2018-01-23,0.0585
1219,0.17700509974626955,2018-01-24,0.05821
1218,0.19043468569605218,2018-01-25,0.05852
1217,0.2792070606767719,2018-01-26,0.05879
1216,0.16921869366604092,2018-01-29,0.05878
1215,0.2041442611053674,2018-01-30,0.05818
1214,0.20107770174717995,2018-01-31,0.0585
1213,0.3473762088448954,2018-02-01,0.05839
1212,0.7672336426959383,2018-02-02,0.055600000000000004
1211,0.584697939684039,2018-02-05,0.05279
