,Volume,Date,Close
1258,0.1344083375014548,2017-11-27,0.053535
1257,0.1714888447732288,2017-11-28,0.0526775
1256,0.5372673441406786,2017-11-29,0.049104999999999996
1255,0.3002913896452848,2017-11-30,0.0501775
1254,0.2950495479717052,2017-12-01,0.04942
1253,0.47251333989085337,2017-12-04,0.046665
1252,0.3656593809141928,2017-12-05,0.046935000000000004
1251,0.15161406010773992,2017-12-06,0.047314999999999996
1250,0.18140875380488997,2017-12-07,0.047997500000000005
1249,0.15055263315572204,2017-12-08,0.047872500000000005
1248,0.1130461796396434,2017-12-11,0.048665
1247,0.14736802086268103,2017-12-12,0.04771
1246,0.1885222201460871,2017-12-13,0.046545
1245,0.1404547424618489,2017-12-14,0.0466175
1244,0.2364963983183836,2017-12-15,0.04789
1243,0.1564793893636795,2017-12-18,0.049475
1242,0.11328289193601536,2017-12-19,0.0490275
1241,0.07897848429851279,2017-12-20,0.0492
1240,0.0839051293971138,2017-12-21,0.048972499999999995
1239,0.15242873222266884,2017-12-22,0.0488175
1238,0.1062573889712634,2017-12-26,0.04936
1237,0.09568222901559299,2017-12-27,0.049292499999999996
1236,0.058844582196306505,2017-12-28,0.04935
1235,0.07507070964275273,2017-12-29,0.048375
1234,0.10387347872413415,2018-01-02,0.0498375
1233,0.336453153588099,2018-01-03,0.0531175
1232,0.2005906694483044,2018-01-04,0.0533975
1231,0.19852929710542377,2018-01-05,0.05385
1230,0.32011016145990995,2018-01-08,0.0555
1229,0.1650417324951174,2018-01-09,0.055485
1228,0.19920227990825667,2018-01-10,0.055920000000000004
1227,0.12433600059930709,2018-01-11,0.05602
1226,0.1083326816676131,2018-01-12,0.055744999999999996
1225,0.2453107992787082,2018-01-16,0.0550275
1224,0.18199589442799685,2018-01-17,0.05618
1223,0.12821941463649622,2018-01-18,0.05611
1222,0.2037466124419388,2018-01-19,0.0575275
1221,0.1870464969598702,2018-01-22,0.0584225
1220,0.1549363844690287,2018-01-23,0.059727499999999996
1219,0.19968998943515576,2018-01-24,0.05895
1218,0.12880224657876743,2018-01-25,0.0590875
1217,0.17279868374727236,2018-01-26,0.060832500000000005
1216,0.1477152011069398,2018-01-29,0.061712499999999997
1215,0.19522553321542713,2018-01-30,0.06068
1214,0.1567698938830998,2018-01-31,0.061450000000000005
1213,0.1730724506988311,2018-02-01,0.060125
1212,0.2559189372146208,2018-02-02,0.05838
1211,0.4396400937366173,2018-02-05,0.053425
1210,0.41758727090869735,2018-02-06,0.056395
1209,0.2913773918702588,2018-02-07,0.0572
1208,0.408437621435659,2018-02-08,0.054380000000000005
1207,0.6524302626719409,2018-02-09,0.05802
1206,0.41109408888934307,2018-02-12,0.0570075
1205,0.21821930565045983,2018-02-13,0.0581575
1204,0.2671440451025026,2018-02-14,0.060355
1203,0.24826323996210403,2018-02-15,0.061625
1202,0.22337116218197145,2018-02-16,0.06096
1201,0.24311867504431434,2018-02-20,0.062270000000000006
1200,0.30922046780323564,2018-02-21,0.0603775
1199,0.18041610002774916,2018-02-22,0.0605375
1198,0.1308873166662442,2018-02-23,0.0614825
