,Volume,Date,Close
1258,0.08556505006824032,2017-11-27,0.08387
1257,0.12647907707110478,2017-11-28,0.08488
1256,0.1799910499495615,2017-11-29,0.08334
1255,0.2352528137424189,2017-11-30,0.08417
1254,0.1998688824623599,2017-12-01,0.08426
1253,0.294889838689982,2017-12-04,0.08108
1252,0.1680933927773639,2017-12-05,0.08159000000000001
1251,0.1556737770319212,2017-12-06,0.08278
1250,0.1389519958884164,2017-12-07,0.08249
1249,0.14735222687074845,2017-12-08,0.08416
1248,0.12206374062890947,2017-12-11,0.08523
1247,0.14532984561454787,2017-12-12,0.08558
1246,0.12463198845382585,2017-12-13,0.08535
1245,0.10105576541218576,2017-12-14,0.08469
1244,0.44026073942789945,2017-12-15,0.08685
1243,0.13021832675614003,2017-12-18,0.08638
1242,0.14061399350797427,2017-12-19,0.08583
1241,0.143007438611909,2017-12-20,0.08552
1240,0.0877033459090381,2017-12-21,0.0855
1239,0.049795161435072136,2017-12-22,0.08551
1238,0.008765121864022521,2017-12-26,0.0854
1237,0.055587069304998196,2017-12-27,0.08571
1236,0.01567698214472245,2017-12-28,0.08572
1235,0.09365947427244244,2017-12-29,0.08554
1234,0.12868703924296643,2018-01-02,0.08595
1233,0.16648205267279903,2018-01-03,0.08635
1232,0.12655276072927646,2018-01-04,0.08710999999999999
1231,0.14120336478975948,2018-01-05,0.08819
1230,0.12856504967591365,2018-01-08,0.08828
1229,0.10265809102665517,2018-01-09,0.08821999999999999
1228,0.09455651402052949,2018-01-10,0.08782
1227,0.08534909424030108,2018-01-11,0.08807999999999999
1226,0.14964514081340108,2018-01-12,0.0896
1225,0.27038816065973653,2018-01-16,0.08835
1224,0.16292877583777682,2018-01-17,0.09014
1223,0.14843631728831647,2018-01-18,0.0901
1222,0.2608675853322786,2018-01-19,0.09
1221,0.14229196245237524,2018-01-22,0.09161
1220,0.13742051240806685,2018-01-23,0.09190000000000001
1219,0.23267437562435112,2018-01-24,0.09182
1218,0.16764942914016212,2018-01-25,0.09233
1217,0.19572946780395634,2018-01-26,0.09406
1216,0.22078181359872923,2018-01-29,0.09392
1215,0.2774990256076527,2018-01-30,0.09273999999999999
1214,0.37683625687000794,2018-01-31,0.09501000000000001
1213,0.3711310644754568,2018-02-01,0.09426000000000001
1212,0.37719301511389486,2018-02-02,0.09178
1211,0.4076100603349391,2018-02-05,0.088
1210,0.5779245450849558,2018-02-06,0.09133
1209,0.3144609825723585,2018-02-07,0.08961
1208,0.4532515994913484,2018-02-08,0.08501
1207,0.5338252676035754,2018-02-09,0.08818000000000001
1206,0.26130361229885285,2018-02-12,0.08913
1205,0.1698141805497183,2018-02-13,0.08983
1204,0.25315392535102205,2018-02-14,0.09081
1203,0.18160532956176617,2018-02-15,0.09265999999999999
1202,0.2115595003131257,2018-02-16,0.092
1201,0.2090615067208012,2018-02-20,0.09272
1200,0.1731855018618353,2018-02-21,0.09148999999999999
1199,0.1432931587545001,2018-02-22,0.09173
1198,0.16956108894192928,2018-02-23,0.09406
1197,0.2075168934396604,2018-02-26,0.09542
1196,0.16513027109283085,2018-02-27,0.0942
1195,0.20598903535206659,2018-02-28,0.09376999999999999
1194,0.2742614518931479,2018-03-01,0.09284999999999999
1193,0.23346069391800467,2018-03-02,0.09305
1192,0.14500395220087914,2018-03-05,0.09364
1191,0.1263536580784722,2018-03-06,0.09331999999999999
1190,0.17117125324343818,2018-03-07,0.09386
1189,0.17606318185763736,2018-03-08,0.09443
1188,0.27361240860627417,2018-03-09,0.09654
1187,0.16709445009776291,2018-03-12,0.09677
1186,0.25285105808053193,2018-03-13,0.09441
1185,0.22518950732106102,2018-03-14,0.09384999999999999
1184,0.1795907869926051,2018-03-15,0.09418000000000001
1183,0.3926986239632154,2018-03-16,0.09459999999999999
1182,0.22857719189237302,2018-03-19,0.09289
1181,0.13142715028122465,2018-03-20,0.09312999999999999
1180,0.14878268927187605,2018-03-21,0.09248
1179,0.2877312557347126,2018-03-22,0.08979000000000001
1178,0.341655249600685,2018-03-23,0.08718000000000001
1177,0.4631938961815335,2018-03-26,0.09378
1176,0.4517300123533863,2018-03-27,0.08947
1175,0.42374403793406656,2018-03-28,0.08939
1174,0.3603293537349745,2018-03-29,0.09126999999999999
1173,0.3868861395398106,2018-04-02,0.08852
1172,0.2763105826688709,2018-04-03,0.08971
1171,0.2595584266130879,2018-04-04,0.09233
1170,0.20280221713614277,2018-04-05,0.09237999999999999
1169,0.28238948446803197,2018-04-06,0.09023
1168,0.2206484579354691,2018-04-09,0.09076999999999999
1167,0.17535721010613908,2018-04-10,0.09287999999999999
1166,0.15540549796799302,2018-04-11,0.09186
1165,0.17338901377409927,2018-04-12,0.09358
1164,0.14053991791545067,2018-04-13,0.09308
1163,0.11061220273284957,2018-04-16,0.09417
1162,0.16373939406125299,2018-04-17,0.09606999999999999
1161,0.11792187638080602,2018-04-18,0.09644
1160,0.14258160193848612,2018-04-19,0.09611
1159,0.21700111685597245,2018-04-20,0.095
1158,0.12987146485464052,2018-04-23,0.09534999999999999
1157,0.24992350443844075,2018-04-24,0.09312000000000001
1156,0.24136444205997004,2018-04-25,0.09231
1155,0.3144946889266285,2018-04-26,0.09426000000000001
1154,0.38260729423569123,2018-04-27,0.09581999999999999
1153,0.3155747620170888,2018-04-30,0.09351999999999999
1152,0.21959219485689147,2018-05-01,0.095
1151,0.18097500114019938,2018-05-02,0.09351000000000001
1150,0.21637235617181355,2018-05-03,0.09406999999999999
1149,0.12987244469052045,2018-05-04,0.09516
1148,0.14307494930403702,2018-05-07,0.09622
1147,0.1349733722979113,2018-05-08,0.09581
1146,0.17921462799829535,2018-05-09,0.09694
1145,0.13082915644369597,2018-05-10,0.09791
1144,0.07613912688678483,2018-05-11,0.09770000000000001
1143,0.10247652743810189,2018-05-14,0.09803
1142,0.15281285222966606,2018-05-15,0.09731999999999999
1141,0.0821302353911031,2018-05-16,0.09715
1140,0.08013773912924076,2018-05-17,0.09618
1139,0.08382290187370318,2018-05-18,0.09636
1138,0.09805443012833497,2018-05-21,0.09759999999999999
1137,0.06319784651886086,2018-05-22,0.0975
1136,0.11886016721943861,2018-05-23,0.09866
1135,0.17292564938647464,2018-05-24,0.09831000000000001
1134,0.08772940954344453,2018-05-25,0.09836
